id;abbreviation;ekatte_num;name
826;KRZ02-05;15607;Голобрад
827;KRZ02-06;16910;Горно Прахово
828;KRZ02-07;18321;Гърбище
829;KRZ02-08;22784;Долно Прахово
830;KRZ02-09;27543;Еньовче
831;KRZ02-10;29605;Жълтуша
832;KRZ02-11;37085;Китница
833;KRZ02-12;39952;Кроячево
834;KRZ02-13;43270;Ленище
835;KRZ02-14;44584;Любино
836;KRZ02-15;73732;Търносливка
837;KRZ02-16;48756;Млечино
838;KRZ02-17;55124;Падина
839;KRZ02-18;58013;Правдолюб
840;KRZ02-19;63402;Русалско
841;KRZ02-20;65646;Светулка
842;KRZ02-21;66562;Синчец
843;KRZ02-23;70319;Сухово
844;KRZ02-24;70771;Седларци
845;KRZ02-25;77116;Брезен
846;KRZ02-26;54260;Рибарци
847;KRZ02-27;80176;Боровица
848;KRZ02-28;81596;Чубрика
849;KRZ02-29;77487;Хромица
850;KRZ02-30;87059;Ябълковец
851;KRZ02-31;80964;Чернигово
852;KRZ02-32;81921;Червена скала
853;KRZ02-33;44896;Левци
854;KRZ02-34;47809;Теменуга
856;KRZ02-36;73897;Търна
857;KRZ02-37;32946;Искра
858;KRZ02-38;24788;Дядовци
859;KRZ02-39;24880;Дедино
860;KRZ02-40;68597;Срънско
861;KRZ08-01;10389;Великденче
862;KRZ08-02;11689;Воденичарско
863;KRZ08-03;14647;Генерал Гешево
864;KRZ08-04;21525;Добринци
865;KRZ08-05;24195;Душинково
866;KRZ08-06;29180;Желъдово
867;KRZ08-07;37736;Козица
868;KRZ08-08;38371;Контил
869;KRZ08-09;48622;Мишевско
765;KNL27-03;07065;Бураново
769;KNL29-01;02138;Багренци
770;KNL29-02;03962;Берсин
771;KNL29-04;04796;Богослов
810;KNL48-01;02350;Баланово
811;KNL48-02;04220;Бистрица
812;KNL48-03;04354;Блатино
822;KRZ02-01;00864;Ахрянско
823;KRZ02-02;02991;Башево
825;KRZ02-04;07925;Богатино
870;KRZ08-10;55436;Папрат
871;KRZ08-11;56589;Плазище
872;KRZ08-12;57947;Поточе
873;KRZ08-13;58387;Припек
874;KRZ08-14;62654;Ридино
875;KRZ08-15;62846;Рогозче
876;KRZ08-16;67502;Слънчоглед
877;KRZ08-17;72211;Телчарка
878;KRZ08-18;73715;Търновци
879;KRZ08-19;75201;Устрен
880;KRZ08-20;78642;Църквица
881;KRZ08-21;80128;Чакалци
882;KRZ08-22;84019;Щерна
883;KRZ08-23;12468;Вълкович
884;KRZ08-24;32634;Илийско
885;KRZ08-25;35184;Казаците
886;KRZ08-26;40676;Купците
887;KRZ08-27;43178;Лебед
888;KRZ08-28;49268;Мрежичко
889;KRZ08-29;53271;Овчево
890;KRZ08-30;56976;Подвръх
891;KRZ08-31;57412;Полянец
892;KRZ08-32;70809;Сипец
893;KRZ08-33;66723;Скалина
894;KRZ08-34;68120;Софийци
895;KRZ08-35;62801;Рогозари
896;KRZ08-37;81935;Черешка
897;KRZ08-38;87388;Ямино
898;KRZ08-39;73804;Тютюнче
901;KRZ14-03;13055;Вълчанка
902;KRZ14-04;16821;Горно Къпиново
903;KRZ14-05;17138;Горски извор
904;KRZ14-06;17871;Гривяк
905;KRZ14-07;18558;Горно Кирково
906;KRZ14-08;20554;Делвино
907;KRZ14-09;20777;Джерово
908;KRZ14-10;21631;Добромирци
909;KRZ14-11;22678;Долно Къпиново
910;KRZ14-12;22928;Домище
911;KRZ14-13;23577;Дрангово
912;KRZ14-14;24743;Дюлица
913;KRZ14-15;30106;Завоя
914;KRZ14-16;30140;Загорски
915;KRZ14-17;36748;Каялоба
916;KRZ14-18;37071;Китна
917;KRZ14-19;39445;Кран
918;KRZ14-20;39877;Крилатица
919;KRZ14-21;40511;Кукуряк
920;KRZ14-22;40988;Кърчовско
921;KRZ14-23;44080;Лозенградци
922;KRZ14-24;46680;Малкоч
923;KRZ14-25;47531;Медевци
924;KRZ14-26;47891;Метличка
925;KRZ14-27;49480;Мъглене
926;KRZ14-28;53878;Орлица
927;KRZ14-29;54393;Островец
928;KRZ14-30;56808;Пловка
929;KRZ14-31;57039;Подкова
930;KRZ14-32;58178;Пресека
931;KRZ14-33;62236;Растник
932;KRZ14-34;65214;Самодива
933;KRZ14-35;65228;Самокитка
934;KRZ14-36;68577;Средско
935;KRZ14-37;68953;Старово
936;KRZ14-38;69482;Стоманци
937;KRZ14-39;69866;Стрижба
938;KRZ14-40;72463;Тихомир
939;KRZ14-41;76159;Фотиново
940;KRZ14-42;80090;Чакаларово
941;KRZ14-43;81493;Чичево
942;KRZ14-44;81565;Чорбаджийско
943;KRZ14-45;83449;Шопци
944;KRZ14-46;83538;Шумнатица
945;KRZ14-47;59063;Първица
948;KRZ14-50;23803;Дружинци
949;KRZ14-51;30675;Здравчец
950;KRZ14-52;47888;Метличина
951;KRZ14-53;48845;Могиляне
952;KRZ14-54;87415;Янино
953;KRZ14-55;20496;Дедец
954;KRZ14-56;23892;Дрянова глава
955;KRZ14-57;27591;Еровете
956;KRZ14-58;37767;Козлево
957;KRZ14-59;41174;Кремен
958;KRZ14-60;59054;Първенци
900;KRZ14-02;03825;Бенковски
959;KRZ14-61;68895;Старейшино
960;KRZ14-62;77092;Хаджийско
961;KRZ14-63;83226;Шипок
965;KRZ15-04;12190;Вранско
966;KRZ15-05;15713;Голяма Чинка
967;KRZ15-06;15727;Голям Девесил
968;KRZ15-07;15878;Голямо Каменяне
969;KRZ15-08;16287;Горна кула
970;KRZ15-10;17868;Гривка
971;KRZ15-11;18071;Гулийка
972;KRZ15-14;20403;Девесилово
973;KRZ15-15;20732;Джанка
974;KRZ15-16;22157;Долна кула
975;KRZ15-17;27036;Егрек
976;KRZ15-18;30538;Звънарка
977;KRZ15-19;36021;Кандилка
978;KRZ15-20;37558;Ковил
979;KRZ15-21;39565;Красино
980;KRZ15-22;40823;Къклица
981;KRZ15-23;43596;Лещарка
982;KRZ15-25;44344;Луличка
983;KRZ15-26;46601;Малко Каменяне
984;KRZ15-27;46872;Малък Девесил
985;KRZ15-28;47860;Метлика
986;KRZ15-29;49103;Морянци
987;KRZ15-30;53206;Овчари
988;KRZ15-31;55899;Перуника
989;KRZ15-32;57062;Подрумче
990;KRZ15-33;57248;Полковник Желязово
991;KRZ15-34;57950;Поточница
992;KRZ15-35;62617;Рибино
993;KRZ15-36;62774;Рогач
994;KRZ15-37;65190;Самовила
995;KRZ15-38;66545;Синигер
996;KRZ15-39;67297;Сливарка
997;KRZ15-40;68936;Стари чал
998;KRZ15-41;69688;Странджево
999;KRZ15-42;70104;Студен кладенец
1000;KRZ15-43;72429;Тинтява
1001;KRZ15-44;72610;Токачка
1002;KRZ15-45;55614;Пашинци
1003;KRZ15-46;77428;Храстово
1004;KRZ15-47;80145;Чал
1005;KRZ15-48;81027;Черничево
1006;KRZ15-49;81205;Чернооки
1008;KRZ15-51;24459;Дъждовник
1009;KRZ15-52;54821;Орех
1010;KRZ15-53;46471;Малка Чинка
1011;KRZ15-54;31142;Златолист
1012;KRZ15-55;62178;Раличево
1013;KRZ15-56;70559;Сърнак
1014;KRZ15-57;55751;Пелин
1015;KRZ15-58;18085;Гулия
1016;KRZ15-59;77267;Хисар
1018;KRZ15-61;36717;Качулка
1019;KRZ15-62;72730;Тополка
1020;KRZ15-64;66716;Скалак
1021;KRZ15-65;27680;Едрино
1022;KRZ15-66;35849;Каменка
1023;KRZ15-67;57933;Поточарка
1025;KRZ15-69;39058;Котлари
1026;KRZ15-71;63505;Ручей
1030;KRZ16-04;10358;Велешани
1031;KRZ16-05;11243;Висока поляна
1032;KRZ16-06;12053;Воловарци
1033;KRZ16-07;15216;Глухар
1034;KRZ16-08;16267;Горна крепост
1035;KRZ16-09;24462;Дъждовница
1036;KRZ16-10;27512;Енчец
1037;KRZ16-11;29407;Жинзифово
1038;KRZ16-12;30524;Звиница
1039;KRZ16-13;35540;Калоянци
1040;KRZ16-14;37438;Кобиляне
1041;KRZ16-15;38282;Конево
1042;KRZ16-16;38981;Костино
1043;KRZ16-17;41085;Кьосево
1044;KRZ16-18;46214;Македонци
1045;KRZ16-19;48074;Миладиново
1046;KRZ16-20;49120;Мост
1047;KRZ16-21;49343;Мургово
1048;KRZ16-22;51442;Ненково
962;KRZ15-01;00093;Аврен
964;KRZ15-03;06906;Бук
1007;KRZ15-50;04306;Благун
1049;KRZ16-23;53638;Опълченско
1050;KRZ16-24;54403;Островица
1051;KRZ16-25;55823;Пеньово
1052;KRZ16-26;55885;Перперек
1053;KRZ16-27;56928;Повет
1054;KRZ16-28;58342;Прилепци
1055;KRZ16-29;62195;Рани лист
1056;KRZ16-30;62445;Резбарци
1057;KRZ16-31;65975;Седловина
1058;KRZ16-32;66603;Сипей
1059;KRZ16-33;66740;Скалище
1060;KRZ16-34;66754;Скална глава
1061;KRZ16-35;68014;Солище
1062;KRZ16-37;69852;Стремци
1063;KRZ16-38;80594;Черешица
1064;KRZ16-39;81362;Чилик
1065;KRZ16-40;81462;Чифлик
1066;KRZ16-41;83315;Широко поле
1067;KRZ16-43;39342;Крайно село
1068;KRZ16-44;30466;Звезделина
1069;KRZ16-45;67982;Соколяне
1070;KRZ16-46;73136;Три могили
1071;KRZ16-47;78149;Царевец
1072;KRZ16-48;87672;Ястреб
1073;KRZ16-49;44700;Люляково
1082;KRZ16-58;11346;Вишеград
1083;KRZ16-59;15268;Гняздово
1084;KRZ16-60;18410;Гъсково
1085;KRZ16-61;21991;Долище
1086;KRZ16-62;22134;Долна крепост
1087;KRZ16-63;24445;Дъждино
1088;KRZ16-64;30260;Зайчино
1089;KRZ16-65;30475;Звезден
1090;KRZ16-66;30586;Звънче
1091;KRZ16-67;30747;Зелениково
1092;KRZ16-68;30867;Зимзелен
1093;KRZ16-69;32161;Иванци
1094;KRZ16-70;35403;Калинка
1095;KRZ16-71;35732;Каменарци
1096;KRZ16-72;37928;Кокиче
1097;KRZ16-73;37962;Кокошане
1098;KRZ16-74;39894;Крин
1099;KRZ16-75;40169;Крушевска
1100;KRZ16-76;49521;Мъдрец
1101;KRZ16-77;35136;Невестино
1102;KRZ16-78;53816;Орешница
1103;KRZ16-79;54479;Охлювец
1104;KRZ16-80;55422;Панчево
1105;KRZ16-81;55840;Пепелище
1106;KRZ16-82;56054;Петлино
1107;KRZ16-83;58623;Пропаст
1108;KRZ16-84;58997;Пъдарци
1109;KRZ16-85;63170;Рудина
1110;KRZ16-86;65512;Сватбаре
1111;KRZ16-87;65890;Севдалина
1112;KRZ16-88;66336;Сестринско
1113;KRZ16-89;66929;Скърбино
1114;KRZ16-90;68336;Срединка
1115;KRZ16-91;69612;Стражевци
1116;KRZ16-92;69715;Страхил войвода
1117;KRZ16-93;69849;Стремово
1118;KRZ16-94;80844;Черна скала
1119;KRZ16-95;81267;Черньовци
1120;KRZ16-96;87494;Яребица
1124;KRZ21-04;12293;Врело
1125;KRZ21-05;17186;Горско Дюлево
1126;KRZ21-06;17988;Груево
1127;KRZ21-07;18126;Гургулица
1128;KRZ21-08;20755;Джелепско
1129;KRZ21-09;30154;Загорско
1130;KRZ21-10;30452;Звездел
1131;KRZ21-11;36350;Карамфил
1132;KRZ21-12;38409;Конче
1133;KRZ21-13;43102;Лале
1134;KRZ21-14;51097;Нановица
1027;KRZ16-01;03006;Бащино
1028;KRZ16-02;03499;Бели пласт
1029;KRZ16-03;05205;Бойно
1074;KRZ16-50;00148;Айрово
1075;KRZ16-51;02124;Багра
1076;KRZ16-52;04409;Бленика
1078;KRZ16-54;05325;Болярци
1079;KRZ16-55;06567;Брош
1080;KRZ16-56;07658;Бяла поляна
1081;KRZ16-57;07764;Бялка
1135;KRZ21-15;51473;Неофит Бозвелиево
1136;KRZ21-16;56575;Пиявец
1137;KRZ21-17;58757;Птичар
1138;KRZ21-18;61063;Равен
1139;KRZ21-19;65098;Садовица
1140;KRZ21-20;65944;Седефче
1141;KRZ21-21;65961;Седлари
1142;KRZ21-22;66500;Синделци
1143;KRZ21-23;67882;Соколино
1144;KRZ21-24;80087;Чайка
1145;KRZ21-25;80131;Кременец
1146;KRZ21-26;81734;Чуково
1147;KRZ21-27;86030;Върхари
1148;KRZ21-28;24966;Девинци
1149;KRZ21-29;57892;Постник
1151;KRZ21-31;55169;Пазарци
1152;KRZ21-32;59361;Прогрес
1153;KRZ21-33;56767;Плешинци
1154;KRZ21-35;65797;Свобода
1155;KRZ21-38;62147;Ралица
1156;KRZ21-39;38697;Кос
1157;KRZ21-43;81517;Чобанка
1158;KRZ21-44;72134;Татул
1161;KRZ35-03;14221;Габрово
1162;KRZ35-04;20167;Даскалово
1163;KRZ35-05;23114;Драганово
1164;KRZ35-06;24774;Дядовско
1165;KRZ35-07;29132;Железник
1166;KRZ35-09;29461;Житница
1167;KRZ35-10;34117;Йончово
1168;KRZ35-11;36066;Каняк
1169;KRZ35-12;38176;Комунига
1170;KRZ35-13;44820;Лясково
1171;KRZ35-14;48307;Минзухар
1172;KRZ35-17;55395;Паничково
1173;KRZ35-18;55568;Патица
1174;KRZ35-19;55960;Петелово
1175;KRZ35-21;65841;Свободиново
1176;KRZ35-22;87165;Яворово
1181;KRZ35-27;10700;Верско
1182;KRZ35-28;11613;Водач
1183;KRZ35-29;11805;Вождово
1184;KRZ35-30;12423;Възел
1185;KRZ35-31;35047;Каблешково
1186;KRZ35-32;51994;Нови пазар
1187;KRZ35-33;58731;Пряпорец
1188;KRZ35-34;68415;Среднево
1189;KRZ35-35;69657;Стражница
1190;KRZ35-36;80830;Черна нива
1191;KRZ35-37;87103;Ябълчени
1192;LOV02-01;10567;Велчево
1193;LOV17-01;17244;Горско Сливово
1194;LOV17-02;40261;Крушуна
1199;LOV18-06;11452;Владиня
1200;LOV18-07;16002;Горан
1201;LOV18-08;16883;Горно Павликене
1202;LOV18-11;21823;Дойренци
1203;LOV18-14;34093;Йоглав
1204;LOV18-15;35198;Казачево
1205;LOV18-16;40837;Къкрина
1206;LOV18-18;43829;Лисец
1207;LOV18-19;46396;Малиново
1208;LOV18-21;58308;Пресяка
1209;LOV18-22;66799;Скобелево
1210;LOV18-23;67060;Славяни
1211;LOV18-24;67218;Слатина
1212;LOV18-26;67670;Смочан
1213;LOV18-28;69523;Радювене
1214;LOV18-30;75112;Умаревци
1215;LOV18-31;77311;Хлевене
1216;LOV18-32;80039;Чавдарци
1219;LOV19-03;20688;Дерманци
1220;LOV19-04;24236;Дъбен
1221;LOV19-05;36511;Карлуково
1222;LOV19-06;43058;Торос
1223;LOV19-07;56099;Петревене
1224;LOV19-09;63327;Румянцево
1225;LOV19-10;72552;Тодоричене
1226;LOV19-11;85010;Ъглен
1228;LOV33-04;14386;Галата
1123;KRZ21-03;04008;Биволяне
1150;KRZ21-30;00828;Ауста
1159;KRZ21-45;03258;Каменец
1177;KRZ35-23;02261;Бакалите
1178;KRZ35-24;05089;Божурци
1229;LOV33-05;15148;Глогово
1230;LOV33-06;15165;Гложене
1231;LOV33-07;15758;Голям извор
1232;LOV33-08;17419;Градежница
1233;LOV33-09;20996;Дивчовото
1234;LOV33-11;62579;Рибарица
1235;LOV33-12;80902;Черни Вит
1236;LOV33-13;10272;Васильово
1242;LOV34-06;12108;Врабево
1243;LOV34-07;15703;Голяма Желязна
1244;LOV34-08;16986;Горно трапе
1245;LOV34-09;18109;Гумощник
1246;LOV34-10;20300;Дебнево
1247;LOV34-12;24476;Дълбок дол
1248;LOV34-13;35290;Калейца
1249;LOV34-15;53707;Орешак
1250;LOV34-18;72309;Терзийско
1251;LOV34-19;80981;Черни Осъм
1252;LOV34-21;83212;Шипково
1253;LOV34-22;21590;Добродан
1254;LOV34-23;44241;Ломец
1255;LOV34-24;70500;Старо село
1256;LOV34-25;81476;Чифлик
1257;LOV36-03;35331;Каленик
1258;LOV36-04;36662;Катунец
1259;LOV36-05;36943;Кирчево
1260;LOV36-06;43325;Лесидрен
1261;LOV36-07;23060;Драгана
1262;LOV36-08;15552;Голец
1263;LOV36-09;48060;Микре
1264;LOV36-10;68076;Сопот
1267;LOV38-03;15655;Голяма Брестница
1268;LOV38-04;21381;Добревци
1269;LOV38-06;31098;Златна Панега
1270;LOV38-07;53730;Орешене
1271;LOV38-08;46886;Малък извор
1275;MON02-06;14297;Гаганица
1276;MON02-07;30301;Замфирово
1277;MON02-10;39044;Котеновци
1278;MON02-12;47723;Мездрея
1279;MON02-14;67221;Слатина
1280;MON02-16;87237;Ягодово
1281;MON04-03;11418;Владимирово
1282;MON04-04;17943;Громшин
1283;MON04-05;27557;Ерден
1284;MON04-07;43517;Лехчево
1285;MON04-08;46036;Мадан
1286;MON04-09;49607;Мърчево
1287;MON04-10;54496;Охрид
1289;MON04-12;37424;Кобиляк
1290;MON04-13;57844;Портитовци
1291;MON07-02;10255;Василовци
1292;MON07-03;22945;Дондуково
1293;MON07-06;37397;Княжева махала
1294;MON07-07;39743;Крива бара
1295;MON07-08;67564;Смирненски
1296;MON07-09;36957;Киселево
1298;MON11-03;16184;Септемврийци
1299;MON11-04;16639;Горни Цибър
1300;MON11-05;22530;Долни Цибър
1301;MON11-06;31053;Златия
1302;MON11-07;32295;Игнатово
1303;MON11-08;48859;Мокреш
1304;MON11-09;61707;Разград
1305;MON11-10;80933;Черни връх
1306;MON12-04;22747;Долно Озирово
1307;MON12-06;68179;Спанчевци
1308;MON14-04;15299;Говежда
1309;MON14-10;38488;Копиловци
1310;MON24-03;30291;Замфир
1311;MON24-04;37544;Ковачица
1312;MON24-07;68672;Сталийска махала
1313;MON24-09;72940;Трайково
1195;LOV18-01;00028;Абланица
1196;LOV18-02;00299;Александрово
1197;LOV18-03;02935;Баховица
1198;LOV18-05;07260;Българене
1217;LOV19-01;03143;Бежаново
1218;LOV19-02;03373;Беленци
1237;LOV33-14;07884;Бабинци
1238;LOV34-02;02448;Балканец
1240;LOV34-04;03558;Белиш
1241;LOV34-05;05445;Борима
1314;MON24-10;22695;Долно Линево
1315;MON24-11;21436;Добри дол
1316;MON24-12;67310;Сливата
1318;MON26-03;62222;Расово
1319;MON26-04;67386;Сливовик
1322;MON29-08;14180;Габровница
1323;MON29-10;21840;Доктор Йосифово
1324;MON29-16;51665;Николово
1325;MON29-18;67667;Смоляновци
1326;MON29-19;70024;Стубел
1327;MON29-20;70113;Студено буче
1328;MON29-21;17018;Горно Церовене
1329;MON29-24;11171;Вирове
1330;MON36-02;16239;Горна Ковачица
1331;MON36-07;58116;Превала
1332;MON36-08;47353;Мартиново
1333;MON36-09;29115;Железна
1335;MON36-11;16300;Горна Лука
1425;PAZ29-06;11154;Виноградец
1336;MON38-01;22873;Долно Церовене
1337;MON38-02;24551;Дългоделци
1338;MON38-03;38159;Комощица
1339;PAZ03-01;51874;Нова махала
1340;PAZ03-02;76162;Фотиново
1341;PAZ04-01;14163;Габровица
1342;PAZ04-02;15802;Голямо Белово
1343;PAZ04-03;24414;Дъбравите
1344;PAZ04-04;47812;Мененкьово
1345;PAZ04-05;48903;Момина клисура
1346;PAZ04-06;66319;Сестримо
1349;PAZ06-03;32888;Исперихово
1350;PAZ06-04;37705;Козарско
1351;PAZ06-05;61220;Равногор
1352;PAZ06-06;62973;Розово
1356;PAZ08-05;12989;Враненци
1357;PAZ08-06;17823;Грашево
1358;PAZ08-07;18527;Горна Дъбева
1359;PAZ08-08;23234;Драгиново
1360;PAZ08-09;41136;Кръстава
1361;PAZ08-11;55631;Пашови
1362;PAZ08-13;63687;Рохлева
1363;PAZ08-14;65534;Света Петка
1364;PAZ08-16;78272;Цветино
1365;PAZ08-17;81863;Чолакова
1366;PAZ08-18;86115;Юндола
1367;PAZ08-19;83421;Алендарова
1368;PAZ08-20;12334;Всемирци
1369;PAZ08-21;24325;Долна Дъбева
1370;PAZ08-22;36035;Кандови
1371;PAZ08-23;18513;Горна Биркова
1373;PAZ14-02;21172;Динката
1374;PAZ14-03;35571;Калугерово
1375;PAZ14-04;55275;Памидово
1376;PAZ14-05;78478;Церово
1377;PAZ14-06;84067;Щърково
1381;PAZ19-04;10505;Величково
1382;PAZ19-05;14619;Гелеменово
1383;PAZ19-06;15028;Главиница
1384;PAZ19-07;15271;Говедаре
1385;PAZ19-08;20362;Дебръщица
1386;PAZ19-09;21556;Добровница
1387;PAZ19-10;23457;Драгор
1388;PAZ19-11;30572;Звъничево
1389;PAZ19-12;32010;Ивайло
1390;PAZ19-13;39428;Крали Марко
1391;PAZ19-14;44879;Ляхово
1392;PAZ19-15;46749;Мало Конаре
1393;PAZ19-16;48444;Мирянци
1394;PAZ19-17;48876;Мокрище
1395;PAZ19-18;53285;Овчеполци
1396;PAZ19-19;53335;Огняново
1397;PAZ19-20;55556;Паталеница
1398;PAZ19-21;56561;Пищигово
1399;PAZ19-22;63032;Росен
1400;PAZ19-23;65437;Сарая
1401;PAZ19-24;65468;Сбор
1273;MON02-04;05654;Боровци
1274;MON02-05;07510;Бързия
1288;MON04-11;03397;Бели брод
1297;MON07-10;06971;Буковец
1317;MON26-01;00792;Аспарухово
1320;MON29-03;03736;Долно Белотинци
1321;MON29-04;04251;Благово
1334;MON36-10;03469;Белимел
1402;PAZ19-25;66559;Синитово
1403;PAZ19-26;72713;Тополи дол
1404;PAZ19-27;77061;Хаджиево
1405;PAZ19-28;78056;Цар Асен
1406;PAZ19-29;78570;Црънча
1407;PAZ19-30;81089;Черногорово
1408;PAZ19-31;86074;Юнаците
1411;PAZ20-03;22681;Левски
1412;PAZ20-04;27406;Елшица
1413;PAZ20-05;53103;Оборище
1414;PAZ20-06;57128;Поибрене
1415;PAZ20-07;57580;Попинци
1416;PAZ20-08;59375;Панагюрски колонии
1417;PAZ21-01;36124;Капитан Димитриево
1418;PAZ21-02;61371;Радилово
1419;PAZ24-01;23008;Дорково
1420;PAZ24-02;38844;Костандово
1422;PAZ29-03;10104;Варвара
1423;PAZ29-04;10820;Ветрен
1424;PAZ29-05;10851;Ветрен дол
1426;PAZ29-08;31214;Злокучене
1427;PAZ29-09;36172;Карабунар
1428;PAZ29-10;37491;Ковачево
1429;PAZ29-11;44053;Лозен
1430;PAZ29-12;66202;Семчиново
1431;PAZ29-13;66439;Симеоновец
1432;PAZ29-14;67009;Славовица
1434;PAZ32-02;24726;Дюлево
1435;PAZ32-03;65807;Свобода
1436;PAZ32-04;67516;Смилец
1437;PAZ39-02;47559;Медени поляни
1438;PAZ39-03;59224;Побит камък
1440;PDV01-07;31108;Златовръх
1441;PDV01-08;32341;Избеглии
1442;PDV01-10;37633;Козаново
1443;PDV01-11;38385;Конуш
1444;PDV01-13;49309;Мулдава
1445;PDV01-14;51127;Нареченски бани
1446;PDV01-18;69273;Стоево
1447;PDV01-19;72789;Тополово
1448;PDV01-21;80437;Червен
1449;PDV01-22;43298;Леново
1450;PDV01-24;32398;Нови извор
1452;PDV07-03;12680;Върбен
1453;PDV07-05;30750;Зелениково
1454;PDV07-06;31160;Златосел
1455;PDV07-08;58983;Пъдарско
1456;PDV07-10;65526;Свежен
1457;PDV07-11;69818;Стрелци
1458;PDV07-12;70593;Сърнегор
1459;PDV07-15;81975;Чоба
1460;PDV07-16;73794;Тюркмен
1461;PDV07-17;62966;Розовец
1462;PDV07-18;23580;Дрангово
1463;PDV07-19;54451;Отец Кирилово
1465;PDV12-02;14996;Главатар
1466;PDV12-03;16328;Горна махала
1467;PDV12-05;24000;Дуванлии
1468;PDV12-06;24582;Дълго поле
1469;PDV12-07;29475;Житница
1470;PDV12-09;54465;Отец Паисиево
1471;PDV12-10;55926;Песнопой
1472;PDV12-11;63553;Ръжево
1473;PDV12-12;63567;Ръжево Конаре
1474;PDV12-13;81133;Черноземен
1475;PDV12-14;22191;Долна махала
1476;PDV12-15;32038;Иван Вазово
1477;PDV12-16;70353;Сухозем
1481;PDV13-04;10207;Васил Левски
1482;PDV13-05;10291;Ведраре
1483;PDV13-06;12005;Войнягово
1484;PDV13-07;16513;Горни Домлян
1485;PDV13-08;22931;Домлян
1486;PDV13-09;24241;Дъбене
1354;PAZ08-02;07836;Биркова
1355;PAZ08-04;07867;Бутрева
1372;PAZ14-01;05459;Боримечково
1379;PAZ19-02;00571;Априлци
1380;PAZ19-03;06149;Братаница
1409;PAZ20-01;02717;Баня
1410;PAZ20-02;07572;Бъта
1421;PAZ29-02;05949;Бошуля
1487;PDV13-10;32226;Иганово
1488;PDV13-11;35496;Калофер
1489;PDV13-12;36186;Каравелово
1490;PDV13-13;37229;Климент
1491;PDV13-14;37277;Клисура
1492;PDV13-16;40939;Кърнаре
1493;PDV13-21;58616;Пролом
1494;PDV13-22;62949;Розино
1495;PDV13-23;67235;Слатина
1496;PDV13-24;67903;Соколица
1497;PDV13-26;69420;Столетово
1498;PDV13-27;77462;Христо Даново
1499;PDV13-29;55676;Певците
1500;PDV13-30;49117;Московец
1501;PDV13-31;40703;Куртово
1503;PDV15-02;23950;Дряново
1505;PDV17-02;11845;Войводиново
1506;PDV17-03;12019;Войсил
1507;PDV17-04;17806;Граф Игнатиево
1508;PDV17-05;21169;Динк
1509;PDV17-07;35300;Калековец
1510;PDV17-08;38950;Костиево
1511;PDV17-09;39918;Крислово
1512;PDV17-10;47086;Маноле
1513;PDV17-11;47113;Манолско Конаре
1514;PDV17-12;61412;Радиново
1515;PDV17-13;62858;Рогош
1516;PDV17-14;66915;Скутаре
1517;PDV17-15;69874;Строево
1518;PDV17-16;73122;Трилистник
1519;PDV17-17;73242;Труд
1520;PDV17-18;78080;Царацово
1521;PDV17-19;87669;Ясно поле
1522;PDV17-20;29235;Желязно
1525;PDV23-03;11123;Виница
1526;PDV23-04;11627;Воден
1527;PDV23-05;17484;Градина
1528;PDV23-08;24493;Дълбок извор
1529;PDV23-09;27139;Езерово
1530;PDV23-11;32826;Искра
1531;PDV23-12;36230;Караджалово
1532;PDV23-13;40155;Крушево
1533;PDV23-15;56335;Буково
1534;PDV23-17;58089;Православен
1535;PDV23-18;72093;Татарево
1537;PDV25-03;48948;Момино село
1538;PDV25-04;70010;Стряма
1539;PDV25-05;80162;Чалъкови
1540;PDV25-06;83380;Шишманци
1546;PDV26-09;31036;Златитрап
1547;PDV26-12;35095;Кадиево
1548;PDV26-14;40004;Крумово
1549;PDV26-18;47295;Марково
1550;PDV26-21;53833;Оризари
1551;PDV26-23;59032;Първенец
1552;PDV26-28;75188;Устина
1553;PDV26-29;77373;Храбрино
1554;PDV26-30;78029;Цалапица
1555;PDV26-33;87240;Ягодово
1558;PDV28-04;36244;Караджово
1559;PDV28-05;36676;Катуница
1560;PDV28-06;39102;Кочево
1561;PDV28-07;48152;Милево
1562;PDV28-09;57621;Поповица
1563;PDV28-10;66127;Селци
1564;PDV28-11;81342;Чешнегирово
1566;PDV28-13;48965;Моминско
1567;PDV33-01;15970;Голям чардак
1568;PDV33-02;23426;Драгомир
1569;PDV33-04;46944;Малък чардак
1570;PDV33-05;51069;Найден Герово
1571;PDV33-07;58058;Правище
1572;PDV33-08;78171;Царимир
1573;PDV33-09;44481;Любен
1574;PDV33-10;51305;Неделево
1575;PDV33-11;78392;Церетелево
1577;PDV37-02;39579;Красново
1578;PDV37-03;40333;Кръстевич
1451;PDV07-02;05356;Борец
1464;PDV12-01;03085;Бегово
1478;PDV13-01;02720;Баня
1479;PDV13-02;03109;Бегунци
1480;PDV13-03;04563;Богдан
1502;PDV15-01;03530;Белица
1504;PDV17-01;03839;Бенковски
1579;PDV37-04;46752;Мало Крушево
1580;PDV37-05;48564;Михилци
1581;PDV37-08;55378;Паничери
1582;PDV37-09;68967;Старо Железаре
1583;PDV37-10;69016;Старосел
1584;PDV37-11;81030;Черничево
1585;PDV37-12;52088;Ново Железаре
1586;PDV41-01;34028;Йоаким Груево
1587;PDV41-02;40717;Куртово Конаре
1588;PDV41-03;52221;Ново село
1589;PDV41-04;73081;Триводици
1590;PDV42-01;18277;Гълъбово
