id;abbreviation;ekatte_num;name
1591;PDV42-02;63238;Руен
1594;PER08-07;14893;Гигинци
1595;PER08-15;52324;Ноевци
1596;PER08-16;22263;Долна Секирна
1597;PER08-17;39150;Кошарево
1598;PER08-18;10548;Велковци
1599;PER08-19;67163;Слаковци
1600;PER19-14;56280;Пещера
1601;PER22-01;35434;Калище
1602;PER22-02;66648;Сирищник
1603;PER22-04;43918;Лобош
1604;PER22-08;27043;Егълница
1606;PER32-05;15504;Големо Бучино
1607;PER32-06;20986;Дивотино
1608;PER32-07;23251;Драгичево
1609;PER32-09;37174;Кладница
1610;PER32-10;39387;Кралев дол
1611;PER32-11;43428;Лесковец
1612;PER32-12;44656;Люлин
1613;PER32-13;48037;Мещица
1614;PER32-16;63152;Рударци
1615;PER32-17;70038;Студена
1616;PER32-18;72223;Батановци
1617;PER32-20;87480;Ярджиловци
1618;PER32-21;66072;Селищен дол
1619;PER32-22;62219;Расник
1620;PER32-23;81952;Черна гора
1621;PER32-25;55871;Перник
1622;PER32-26;11288;Витановци
1623;PER32-27;55871;Перник
1624;PER32-28;55871;Перник
1625;PER32-29;55871;Перник
1626;PER36-04;11404;Владимир
1627;PER36-05;16208;Горна Диканя
1628;PER36-07;20256;Дебели лаг
1629;PER36-08;22085;Долна Диканя
1630;PER36-10;23649;Дрен
1631;PER36-11;24832;Друган
1632;PER36-14;32384;Извор
1633;PER36-23;58311;Прибой
1634;PER36-24;69064;Старо село
1635;PER36-25;69239;Стефаново
1636;PER36-26;18263;Гълъбник
1637;PER36-27;22490;Долни Раковец
1638;PER36-28;41232;Кленовик
1639;PER36-29;38460;Копаница
1640;PER36-30;38265;Кондофрей
1641;PER51-25;73479;Туроковци
1642;PER51-26;76114;Филиповци
1644;PVN03-02;20537;Деков
1645;PVN03-03;40573;Кулина вода
1646;PVN03-04;56085;Петокладенци
1647;PVN03-05;72117;Татари
1649;PVN08-02;14876;Гиген
1650;PVN08-03;14888;Искър
1651;PVN08-04;22335;Долни Вит
1652;PVN08-05;24308;Дъбован
1653;PVN08-06;30199;Загражден
1654;PVN08-08;43284;Ленково
1655;PVN08-09;48204;Милковица
1536;PDV25-01;03620;Белозем
1541;PDV25-07;05270;Болярино
1542;PDV26-01;03304;Белащица
1543;PDV26-03;06077;Браниполе
1544;PDV26-04;06447;Брестник
1545;PDV26-05;06505;Брестовица
1556;PDV28-02;04594;Богданица
1557;PDV28-03;05339;Болярци
1565;PDV28-12;00847;Ахматово
1592;PDV43-01;00480;Анево
1593;PER08-04;03099;Бегуновци
1656;PVN08-10;68045;Сомовит
1657;PVN08-11;39712;Крета
1658;PVN08-12;83394;Шияково
1663;PVN10-05;16345;Горна Митрополия
1664;PVN10-07;38145;Комарево
1665;PVN10-08;40195;Крушовене
1666;PVN10-09;53655;Ореховица
1667;PVN10-10;56865;Победа
1668;PVN10-11;57025;Подем
1669;PVN10-12;62596;Рибен
1670;PVN10-13;67012;Славовица
1671;PVN10-14;68607;Ставерци
1672;PVN10-15;73359;Тръстеник
1673;PVN10-16;17364;Гостиля
1675;PVN11-02;16537;Горни Дъбник
1676;PVN11-03;17470;Градина
1677;PVN11-04;40213;Крушовица
1678;PVN11-05;56201;Петърница
1679;PVN11-06;65070;Садовец
1683;PVN16-06;17556;Градище
1684;PVN16-07;32531;Изгрев
1685;PVN16-08;37647;Козар Белене
1686;PVN16-09;46841;Малчика
1687;PVN16-10;53089;Обнова
1688;PVN16-11;69153;Стежерово
1689;PVN16-12;73345;Трънчовица
1691;PVN21-03;12365;Въбел
1692;PVN21-04;20314;Дебово
1693;PVN21-05;23193;Драгаш войвода
1694;PVN21-10;49415;Муселиево
1695;PVN21-11;51932;Новачене
1696;PVN21-12;65320;Санадиново
1697;PVN21-13;80697;Черковица
1698;PVN21-14;44152;Лозица
1699;PVN21-15;44536;Любеново
1701;PVN23-01;22438;Долни Луковит
1702;PVN23-02;56493;Писарово
1703;PVN23-03;69095;Староселци
1709;PVN24-06;12752;Върбица
1710;PVN24-07;17258;Горталово
1711;PVN24-08;17854;Гривица
1712;PVN24-09;24935;Дисевица
1713;PVN24-10;37856;Коиловци
1714;PVN24-12;41037;Къшин
1715;PVN24-14;47963;Мечка
1716;PVN24-15;51620;Николаево
1717;PVN24-16;53583;Опанец
1718;PVN24-17;55765;Пелишат
1719;PVN24-18;61426;Радишево
1720;PVN24-19;62116;Ралево
1721;PVN24-20;67088;Славяново
1722;PVN24-21;72566;Тодорово
1723;PVN24-22;73523;Тученица
1724;PVN24-23;73674;Търнене
1725;PVN24-24;87597;Ясен
1727;PVN27-02;12601;Вълчитрън
1728;PVN27-03;30590;Згалево
1729;PVN27-04;35780;Каменец
1730;PVN27-06;53446;Одърне
1731;PVN27-07;72881;Тотлебен
1733;PVN37-02;14934;Глава
1734;PVN37-03;16540;Горник
1735;PVN37-04;20383;Девенци
1736;PVN37-05;37863;Койнаре
1737;PVN37-06;43311;Лепица
1738;PVN37-07;61580;Радомирци
1739;PVN37-08;61950;Ракита
1740;PVN37-09;62503;Реселец
1741;PVN37-10;63361;Рупци
1742;PVN37-11;70281;Сухаче
1743;PVN37-12;72206;Телиш
1744;PVN37-13;81551;Чомаковци
1746;PVN39-02;27509;Еница
1747;PVN39-03;43044;Лазарово
1749;RAZ11-02;10714;Веселец
1750;RAZ11-03;32192;Иван Шишманово
1751;RAZ11-04;54417;Острово
1752;RAZ11-05;58147;Прелез
1753;RAZ11-06;70384;Сушево
1648;PVN08-01;06402;Брест
1659;PVN10-01;02227;Байкал
1660;PVN10-02;03993;Биволаре
1662;PVN10-04;06210;Брегаре
1674;PVN11-01;07524;Бъркач
1680;PVN16-01;00761;Асеновци
1756;RAZ14-03;10015;Вазово
1757;RAZ14-04;15953;Голям Поровец
1758;RAZ14-05;20609;Делчево
1759;RAZ14-06;24116;Лудогорци
1760;RAZ14-07;24150;Духовец
1761;RAZ14-08;24921;Драгомъж
1762;RAZ14-09;34103;Йонково
1763;RAZ14-10;37010;Китанчево
1764;RAZ14-12;40899;Къпиновци
1765;RAZ14-13;44358;Лъвино
1766;RAZ14-14;46913;Малък Поровец
1767;RAZ14-15;56232;Печеница
1768;RAZ14-16;56945;Подайва
1769;RAZ14-17;61875;Райнино
1770;RAZ14-18;65650;Свещари
1771;RAZ14-19;68552;Средоселци
1772;RAZ14-20;69047;Старо селище
1773;RAZ14-21;72578;Тодорово
1774;RAZ14-22;87285;Яким Груево
1775;RAZ14-23;50512;Малко Йонково
1779;RAZ16-04;16105;Горичево
1780;RAZ16-05;30212;Задруга
1781;RAZ16-06;30541;Звънарци
1782;RAZ16-07;47617;Медовене
1783;RAZ16-08;49518;Мъдрево
1784;RAZ16-09;65022;Савин
1785;RAZ16-10;65886;Севар
1786;RAZ16-11;66295;Сеслав
1787;RAZ16-12;72337;Тертер
1788;RAZ16-14;72895;Точилари
1789;RAZ16-16;86091;Юпер
1790;RAZ16-17;35897;Каменово
1791;RAZ16-18;61203;Равно
1792;RAZ17-02;10759;Веселина
1793;RAZ17-04;17066;Гороцвет
1794;RAZ17-05;17498;Градина
1795;RAZ17-07;24092;Бели Лом
1796;RAZ17-08;35715;Каменар
1797;RAZ17-10;39949;Крояч
1798;RAZ17-12;44937;Ловско
1799;RAZ17-14;47038;Манастирско
1800;RAZ17-15;47041;Манастирци
1801;RAZ17-21;65992;Сейдол
1802;RAZ17-22;66593;Синя вода
1803;RAZ17-23;70069;Студенец
1804;RAZ17-25;73002;Трапище
1805;RAZ17-26;73262;Тръбач
1806;RAZ17-27;81619;Чудомир
1809;RAZ26-03;18589;Гецово
1810;RAZ26-04;23902;Дряновец
1811;RAZ26-05;24829;Дянково
1812;RAZ26-06;37109;Киченица
1813;RAZ26-07;43760;Липник
1814;RAZ26-08;49093;Мортагоново
1815;RAZ26-09;51353;Недоклан
1816;RAZ26-10;54105;Осенец
1817;RAZ26-11;56890;Побит камък
1818;RAZ26-12;59416;Пороище
1819;RAZ26-13;61385;Радинград
1820;RAZ26-14;62089;Раковски
1821;RAZ26-15;70860;Стражец
1822;RAZ26-16;75246;Ушинци
1823;RAZ26-18;87624;Ясеновец
1824;RAZ26-19;72850;Топчии
1825;RAZ26-20;58668;Просторно
1828;RAZ29-03;11449;Владимировци
1829;RAZ29-04;15669;Голяма вода
1830;RAZ29-05;15761;Голям извор
1831;RAZ29-06;29218;Желязковец
1832;RAZ29-07;30630;Здравец
1833;RAZ29-09;39815;Кривица
1834;RAZ29-10;52341;Ножарово
1690;PVN21-02;02957;Бацова махала
1700;PVN21-16;00744;Асеново
1704;PVN24-01;03068;Беглеж
1705;PVN24-02;05921;Бохот
1706;PVN24-03;06495;Брестовец
1707;PVN24-04;06690;Бръшляница
1708;PVN24-05;06999;Буковлък
1726;PVN27-01;05493;Борислав
1732;PVN37-01;06433;Бресте
1745;PVN39-01;06375;Бреница
1754;RAZ14-01;03472;Белинци
1755;RAZ14-02;07452;Бърдоква
1835;RAZ29-11;58877;Пчелина
1836;RAZ29-12;77517;Хума
1837;RAZ29-13;77579;Хърсово
1838;RAZ36-01;27156;Езерче
1839;RAZ36-02;38830;Костанденец
1841;RSE03-03;12067;Волово
1842;RSE03-04;16674;Горно Абланово
1843;RSE03-05;27173;Екзарх Йосиф
1844;RSE03-06;53117;Обретеник
1847;RSE04-05;23916;Дряновец
1848;RSE04-06;38529;Копривец
1849;RSE04-09;57368;Полско Косово
1853;RSE04-13;55720;Пейчиново
1854;RSE04-14;70130;Стърмен
1855;RSE05-02;15151;Глоджево
1856;RSE05-04;39832;Кривня
1857;RSE05-05;56441;Писанец
1858;RSE05-08;66229;Сеново
1859;RSE05-09;67578;Смирненски
1863;RSE08-05;36364;Каран Върбовка
1864;RSE08-06;36703;Кацелово
1865;RSE08-08;57488;Помен
1866;RSE08-09;81373;Чилнов
1867;RSE08-10;30380;Могилино
1868;RSE08-11;54362;Острица
1869;RSE13-02;39205;Кошов
1870;RSE13-03;39520;Красен
1871;RSE13-04;47977;Мечка
1872;RSE13-06;56397;Пиргово
1873;RSE13-08;73362;Тръстеник
1874;RSE13-10;84049;Щръклево
1875;RSE13-11;80443;Червен
1876;RSE13-12;65509;Сваленик
1878;RSE27-02;22558;Долно Абланово
1879;RSE27-03;47336;Мартен
1880;RSE27-04;51679;Николово
1881;RSE27-05;52235;Ново село
1882;RSE27-06;58637;Просена
1883;RSE27-07;66158;Семерджиево
1884;RSE27-08;77342;Хотанца
1885;RSE27-09;80460;Червена вода
1886;RSE27-11;65348;Сандрово
1887;RSE27-12;72357;Тетово
1888;RSE27-13;87700;Ястребово
1893;RSE33-04;15829;Голямо Враново
1894;RSE33-05;39178;Кошарна
1895;RSE33-06;46560;Малко Враново
1896;RSE33-07;63668;Ряхово
1897;RSE33-09;68713;Стамболово
1898;RSE33-10;86026;Юделник
1901;RSE37-04;22277;Долна Студена
1902;RSE37-05;36316;Караманово
1903;RSE37-06;39788;Кривина
1904;RSE37-07;51977;Новград
1905;RSE37-08;56366;Пиперково
1906;RSE37-09;20849;Джулюница
1907;SFO06-01;18174;Гурмазово
1908;SFO06-03;57100;Пожарево
1909;SFO06-04;58606;Пролеша
1910;SFO06-06;77246;Хераково
1911;SFO06-07;77400;Храбърско
1912;SFO07-02;12283;Врачеш
1913;SFO07-03;18143;Гурково
1914;SFO07-07;43904;Литаково
1915;SFO07-08;51946;Новачене
1916;SFO07-09;61594;Радотина
1917;SFO07-11;66860;Скравена
1918;SFO07-12;73256;Трудовец
1919;SFO09-02;14903;Гинци
1920;SFO09-08;83466;Шума
1924;SFO10-04;14338;Гайтанево
1925;SFO10-05;16794;Горно Камарци
1926;SFO10-06;22174;Долна Малина
1927;SFO10-07;22647;Долно Камарци
1928;SFO10-08;46231;Макоцево
1929;SFO10-09;51281;Негушево
1778;RAZ16-03;05058;Божурово
1807;RAZ26-01;02467;Балкански
1808;RAZ26-02;04296;Благоево
1826;RAZ29-01;04666;Богданци
1827;RAZ29-02;04741;Богомилци
1840;RSE03-01;02854;Батин
1845;RSE03-07;06519;Брестовица
1846;RSE04-03;05743;Босилковци
1930;SFO10-10;54287;Осоица
1931;SFO10-11;65419;Саранци
1932;SFO10-12;70127;Стъргел
1933;SFO10-13;80282;Чеканчево
1934;SFO16-04;14034;Габер
1935;SFO16-05;15518;Големо Малово
1936;SFO16-08;35479;Калотина
1937;SFO16-15;78255;Цацаровци
1938;SFO17-02;14074;Габра
1939;SFO17-03;15432;Голема Раковица
1940;SFO17-04;17885;Григорево
1941;SFO17-05;18490;Елин Пелин
1942;SFO17-06;21779;Доганово
1943;SFO17-07;34120;Елешница
1944;SFO17-09;43445;Лесново
1945;SFO17-10;49388;Мусачево
1946;SFO17-11;52012;Нови хан
1947;SFO17-12;53343;Огняново
1948;SFO17-13;56006;Петково
1949;SFO17-15;61248;Равно поле
1950;SFO17-16;69448;Столник
1951;SFO17-17;81760;Чурек
1953;SFO18-03;44313;Лопян
1954;SFO18-04;44389;Лъга
1955;SFO18-05;49641;Малки Искър
1956;SFO18-07;62582;Рибарица
1957;SFO18-08;87391;Ямна
1959;SFO20-06;10029;Вакарел
1960;SFO20-08;10690;Веринско
1961;SFO20-09;29338;Живково
1962;SFO20-11;48369;Мирово
1963;SFO20-14;57443;Полянци
1964;SFO20-16;81253;Черньово
1965;SFO25-01;18561;Горна Василица
1966;SFO25-02;38916;Костенец
1967;SFO25-04;58863;Пчелин
1968;SFO25-05;50245;Момин проход
1971;SFO26-04;15984;Голяновци
1972;SFO26-05;17449;Градец
1973;SFO26-06;23296;Драговищица
1974;SFO26-08;53607;Опицвет
1975;SFO26-09;56215;Петърч
1976;SFO26-10;81356;Чибаовци
1977;SFO34-01;11020;Видраре
1978;SFO34-02;20897;Джурово
1979;SFO34-03;35585;Калугерово
1980;SFO34-04;46961;Манаселска река
1981;SFO34-05;54170;Осиковица
1982;SFO34-06;54211;Осиковска Лакавица
1983;SFO34-08;61189;Равнище
1984;SFO34-09;61807;Разлив
1988;SFO39-04;15285;Говедарци
1989;SFO39-05;16599;Горни Окол
1990;SFO39-06;18201;Гуцал
1991;SFO39-09;23039;Доспей
1992;SFO39-10;23491;Драгушиново
1993;SFO39-11;31228;Злокучене
1994;SFO39-12;37294;Клисура
1995;SFO39-13;37527;Ковачевци
1996;SFO39-14;46067;Маджаре
1997;SFO39-15;46276;Мала църква
1998;SFO39-16;47264;Марица
1999;SFO39-18;57697;Поповяне
2000;SFO39-19;58548;Продановци
2001;SFO39-20;61604;Радуил
2002;SFO39-21;61922;Райово
2003;SFO39-22;62486;Рельово
2004;SFO39-23;83243;Шипочане
2005;SFO39-24;83291;Широки дол
2006;SFO39-25;87552;Ярлово
2008;SFO43-06;11510;Владо Тричков
1860;RSE08-01;02587;Баниска
1861;RSE08-02;02868;Батишница
1862;RSE08-03;07212;Бъзовец
1877;RSE27-01;02796;Басарбово
1889;RSE27-14;07231;Бъзън
1890;RSE33-01;02083;Бабово
1891;RSE33-02;05517;Борисово
1892;RSE33-03;06673;Бръшлен
1899;RSE37-01;03745;Белцов
1900;RSE37-02;03808;Беляново
1921;SFO10-01;00549;Априлово
1922;SFO10-02;02258;Байлово
1923;SFO10-03;03705;Белопопци
2009;SFO43-07;14194;Габровница
2010;SFO43-08;14461;Бов
2011;SFO43-09;14475;Лакатник
2012;SFO43-12;23798;Дружево
2013;SFO43-14;29163;Желен
2014;SFO43-17;30350;Заселе
2015;SFO43-18;30847;Зимевица
2016;SFO43-19;32843;Искрец
2017;SFO43-20;43092;Лакатник
2018;SFO43-22;44330;Луково
2019;SFO43-23;48129;Миланово
2020;SFO43-26;54122;Осеновлаг
2021;SFO43-27;62387;Реброво
2022;SFO43-29;65663;Свидня
2023;SFO43-30;72655;Томпсън
2024;SFO43-32;78481;Церово
2026;SFO47-01;36484;Карлиево
2027;SFO47-02;56137;Петрич
2028;SFO47-03;78669;Църквище
2029;SFO55-01;24164;Душанци
2031;SFO56-04;67636;Смолско
2035;SHU07-04;14132;Габрица
2036;SHU07-05;20643;Денница
2037;SHU07-06;23724;Дренци
2038;SHU07-07;32562;Изгрев
2039;SHU07-08;36155;Капитан Петко
2040;SHU07-09;54119;Осеновец
2041;SHU07-10;69729;Страхилица
2042;SHU07-12;81061;Черноглавци
2043;SHU07-13;87610;Ясенково
2046;SHU10-03;32113;Иваново
2047;SHU10-06;41054;Кьолмен
2048;SHU10-07;43949;Ловец
2049;SHU10-08;46773;Маломир
2050;SHU10-09;47785;Менгишево
2051;SHU10-10;47915;Методиево
2052;SHU10-11;51785;Нова бяла река
2053;SHU10-12;68847;Станянци
2054;SHU10-14;73537;Тушовица
2055;SHU10-15;81222;Чернооково
2056;SHU10-16;39298;Крайгорци
2057;SHU10-17;38306;Конево
2058;SHU10-18;70398;Сушина
2061;SHU11-04;11257;Висока поляна
2062;SHU11-05;12663;Върбак
2063;SHU11-06;21289;Длъжко
2064;SHU11-07;21405;Добри Войниково
2065;SHU11-08;27067;Единаковци
2066;SHU11-09;29341;Живково
2067;SHU11-10;30421;Звегор
2068;SHU11-11;32250;Иглика
2069;SHU11-12;35417;Калино
2070;SHU11-13;35969;Каменяк
2071;SHU11-14;61697;Развигорово
2072;SHU11-15;67283;Сливак
2073;SHU11-16;70099;Студеница
2074;SHU11-17;72285;Тервел
2075;SHU11-18;72401;Тимарево
2076;SHU11-19;73050;Трем
2077;SHU11-20;80772;Черна
2079;SHU18-02;18188;Гусла
2080;SHU18-03;21811;Дойранци
2081;SHU18-04;21960;Долина
2082;SHU18-05;30137;Загориче
2083;SHU18-06;37232;Климент
2084;SHU18-07;44865;Лятно
2085;SHU18-08;51158;Наум
2086;SHU18-09;58485;Пристое
2087;SHU18-10;66531;Сини вир
2088;SHU18-11;68388;Средковец
2089;SHU18-12;72549;Тодор Икономово
2090;SHU18-13;73554;Тъкач
2091;SHU19-01;12838;Върбяне
2092;SHU19-02;31084;Златна нива
2093;SHU19-03;36590;Каспичан
2094;SHU19-04;38804;Косово
2095;SHU19-05;41109;Кюлевча
2096;SHU19-07;47319;Марково
2097;SHU19-08;48773;Могила
1969;SFO26-01;03191;Безден
1970;SFO26-03;07171;Бучин проход
1985;SFO39-01;00391;Алино
1986;SFO39-02;03441;Бели Искър
1987;SFO39-03;03767;Белчин
2007;SFO43-03;06272;Брезе
2098;SHU19-09;56770;Плиска
2099;SHU21-02;12509;Вълнари
2100;SHU21-04;39548;Красен дол
2101;SHU21-05;39760;Крива река
2102;SHU21-06;56071;Пет могили
2103;SHU21-09;78032;Цани Гинчево
2104;SHU21-10;78656;Църквица
2105;SHU21-11;36194;Каравелово
2106;SHU21-12;63269;Ружица
2107;SHU21-13;77582;Хърсово
2108;SHU22-02;11819;Войвода
2109;SHU22-03;27471;Енево
2110;SHU22-04;29391;Жилино
2111;SHU22-05;30274;Зайчино ореше
2112;SHU22-06;32353;Избул
2113;SHU22-07;48386;Мировци
2114;SHU22-08;55292;Памукчии
2115;SHU22-10;58027;Правенци
2116;SHU22-11;58205;Преселка
2117;SHU22-12;66353;Сечище
2118;SHU22-13;68744;Стан
2119;SHU22-14;69506;Стоян Михайловски
2120;SHU23-01;23340;Драгоево
2121;SHU23-02;30942;Златар
2122;SHU23-03;32723;Имренчево
2123;SHU23-04;39133;Кочово
2124;SHU23-05;48132;Миланово
2125;SHU23-06;48862;Мокреш
2126;SHU23-07;49148;Мостич
2127;SHU23-08;54273;Осмар
2128;SHU23-09;70278;Суха река
2129;SHU23-10;73170;Троица
2130;SHU23-11;78210;Хан Крум
2131;SHU25-03;10762;Веселиново
2132;SHU25-06;52310;Ново Янково
2133;SHU25-07;62732;Риш
2134;SHU25-08;80950;Черни връх
2135;SHU25-09;87429;Янково
2138;SHU30-02;10176;Васил Друмев
2139;SHU30-03;10882;Ветрище
2140;SHU30-04;10923;Вехтово
2141;SHU30-05;17573;Градище
2142;SHU30-06;20938;Дибич
2143;SHU30-07;23813;Друмево
2144;SHU30-08;32158;Ивански
2145;SHU30-09;32706;Илия Блъсково
2146;SHU30-10;37135;Кладенец
2147;SHU30-11;41188;Коньовец
2148;SHU30-12;44032;Лозево
2149;SHU30-13;47161;Мараш
2150;SHU30-14;52132;Новосел
2151;SHU30-17;61443;Радко Димитриево
2152;SHU30-18;65187;Салманово
2153;SHU30-19;68504;Средня
2154;SHU30-20;69924;Струино
2155;SHU30-21;78104;Царев брод
2156;SHU30-22;46053;Мадара
2157;SHU30-23;10464;Велино
2158;SHU30-24;80546;Черенча
2160;SHU30-26;55316;Панайот Волово
2163;SLS01-06;81712;Чуковец
2166;SLS07-04;21230;Дичево
2167;SLS07-06;30377;Зафирово
2168;SLS07-07;30507;Звенимир
2169;SLS07-08;30689;Зебил
2170;SLS07-10;35554;Калугерене
2171;SLS07-11;37993;Коларово
2172;SLS07-13;43894;Листец
2173;SLS07-15;52338;Ножарево
2174;SLS07-16;54078;Осен
2175;SLS07-18;57056;Подлес
2176;SLS07-19;67828;Сокол
2177;SLS07-20;69184;Стефан Караджа
2178;SLS07-21;70336;Суходол
2179;SLS07-22;81075;Черногор
2180;SLS07-23;46927;Малък Преславец
2181;SLS07-24;22798;Долно Ряхово
2182;SLS07-25;31406;Зарица
2032;SHU07-01;05685;Борци
2033;SHU07-02;05966;Боян
2044;SHU10-01;05075;Божурово
2045;SHU10-02;07692;Бяла река
2059;SHU11-01;02244;Байково
2060;SHU11-02;04430;Близнаци
2183;SLS07-26;12440;Вълкан
2184;SLS07-27;55138;Падина
2185;SLS07-28;38707;Косара
2187;SLS10-02;11764;Водно
2188;SLS10-03;12022;Вокил
2189;SLS10-05;18018;Грънчарово
2190;SLS10-06;21926;Долец
2191;SLS10-07;31125;Златоклас
2192;SLS10-08;37839;Козяк
2193;SLS10-09;38073;Колобър
2194;SLS10-10;47696;Межден
2195;SLS10-11;53148;Овен
2196;SLS10-12;53494;Окорш
2197;SLS10-13;53744;Орешене
2198;SLS10-14;55186;Паисиево
2199;SLS10-15;57296;Полковник Таслаково
2200;SLS10-16;57813;Поройно
2201;SLS10-17;57995;Правда
2202;SLS10-18;58709;Прохлада
2203;SLS10-19;61724;Раздел
2204;SLS10-20;63286;Руйно
2205;SLS10-21;66038;Секулово
2206;SLS10-22;66696;Скала
2207;SLS10-23;80738;Черковна
2208;SLS10-24;81150;Чернолик
2209;SLS10-25;81966;Черник
2210;SLS10-26;87504;Яребица
2211;SLS15-01;11990;Войново
2212;SLS15-02;15566;Голеш
2213;SLS15-03;20047;Давидово
2214;SLS15-04;21720;Добруджанка
2215;SLS15-05;30346;Зарник
2216;SLS15-07;57306;Полковник Чолаково
2217;SLS15-09;65615;Светослав
2218;SLS15-10;68357;Средище
2219;SLS15-11;57889;Посев
2223;SLS31-06;10834;Ветрен
2224;SLS31-08;34134;Йорданово
2225;SLS31-10;41143;Калипетрово
2226;SLS31-13;58699;Професор Иширково
2227;SLS31-14;67526;Смилец
2228;SLS31-15;68254;Срацимир
2229;SLS31-16;68299;Сребърна
2231;SLS32-02;14547;Гарван
2232;SLS32-03;21693;Добротица
2233;SLS32-05;32839;Искра
2234;SLS32-06;44495;Любен
2235;SLS32-08;57385;Поляна
2236;SLS32-09;57577;Попина
2237;SLS32-10;67249;Слатина
2240;SLS34-04;10149;Варненци
2241;SLS34-05;51956;Нова Черна
2242;SLS34-07;58253;Преславци
2243;SLS34-08;69078;Старо село
2244;SLS34-10;73729;Търновци
2245;SLS34-12;78238;Цар Самуил
2246;SLS34-13;83524;Шуменци
2249;SLV11-04;17436;Градец
2250;SLV11-06;29283;Жеравна
2251;SLV11-08;36854;Кипилово
2252;SLV11-09;46646;Малко село
2253;SLV11-10;47528;Медвен
2254;SLV11-11;51398;Нейково
2255;SLV11-14;58966;Пъдарево
2256;SLV11-16;67859;Соколарци
2257;SLV11-17;69821;Стрелци
2258;SLV11-18;72480;Тича
2259;SLV11-19;72833;Топузево
2260;SLV11-20;76073;Филаретово
2261;SLV11-21;87031;Ябланово
2262;SLV11-22;54300;Остра могила
2263;SLV11-23;53919;Орлово
2266;SLV16-06;24760;Дядово
2267;SLV16-07;27111;Езеро
2268;SLV16-08;27245;Еленово
2269;SLV16-09;30171;Загорци
2270;SLV16-10;35907;Каменово
2271;SLV16-11;36395;Караново
2161;SLS01-01;00240;Алеково
2162;SLS01-02;04145;Бистра
2164;SLS07-01;03017;Бащино
2165;SLS07-02;04670;Богданци
2186;SLS10-01;05124;Боил
2221;SLS31-02;02097;Бабук
2230;SLS32-01;05757;Босна
2272;SLV16-12;38426;Коньово
2273;SLV16-13;38683;Кортен
2274;SLV16-14;44505;Любенец
2275;SLV16-15;44522;Любенова махала
2276;SLV16-16;48725;Млекарево
2277;SLV16-17;51161;Научене
2278;SLV16-18;52146;Новоселец
2279;SLV16-19;53518;Омарчево
2280;SLV16-20;56068;Пет могили
2281;SLV16-21;56527;Питово
2282;SLV16-23;58726;Прохорово
2283;SLV16-24;61310;Радево
2284;SLV16-25;61340;Радецки
2285;SLV16-26;67831;Сокол
2286;SLV16-27;69314;Стоил войвода
2287;SLV16-29;70487;Съдиево
2290;SLV16-32;70456;Събрано
2292;SLV16-34;70490;Съдийско поле
2293;SLV16-35;57371;Полско Пъдарево
2294;SLV16-36;78344;Ценино
2300;SLV20-07;12414;Въглен
2301;SLV20-08;14275;Гавраилово
2302;SLV20-09;14800;Гергевец
2303;SLV20-10;15206;Глуфишево
2304;SLV20-11;15237;Глушник
2305;SLV20-12;15936;Голямо Чочовени
2306;SLV20-13;16688;Горно Александрово
2307;SLV20-14;17600;Градско
2308;SLV20-15;23337;Драгоданово
2309;SLV20-16;29194;Желю войвода
2310;SLV20-18;30990;Злати войвода
2311;SLV20-19;32545;Изгрев
2312;SLV20-20;32915;Ичера
2313;SLV20-21;35537;Калояново
2314;SLV20-22;35660;Камен
2315;SLV20-23;36779;Кермен
2316;SLV20-24;37530;Ковачите
2317;SLV20-25;40083;Крушаре
2318;SLV20-26;46694;Малко Чочовени
2319;SLV20-27;47980;Мечкарево
2320;SLV20-28;48708;Младово
2321;SLV20-29;51634;Николаево
2322;SLV20-30;51929;Новачево
2323;SLV20-31;55333;Панаретовци
2324;SLV20-33;65303;Самуилово
2325;SLV20-34;66041;Селиминово
2326;SLV20-35;66812;Скобелево
2327;SLV20-36;68117;Сотиря
2328;SLV20-37;68549;Средорек
2329;SLV20-38;68864;Стара река
2330;SLV20-39;69081;Старо село
2331;SLV20-40;69986;Струпец
2332;SLV20-41;72816;Тополчане
2333;SLV20-42;73016;Трапоклово
2334;SLV20-43;81387;Чинтулово
2335;SLV20-44;81534;Чокоба
2338;SLV24-04;15944;Шивачево
2339;SLV24-05;29533;Жълт бряг
2340;SLV24-06;53847;Оризари
2341;SLV24-07;65499;Сборище
2342;SLV24-08;80474;Червенаково
2344;SML02-04;12526;Вълчан дол
2345;SML02-06;20033;Давидково
2346;SML02-08;30209;Загражден
2347;SML02-11;54002;Оряховец
2348;SML02-12;70158;Стърница
2349;SML02-13;11377;Вишнево
2350;SML02-14;23875;Дрянка
2351;SML02-15;46406;Малка Арда
2352;SML05-03;80159;Чала
2353;SML05-05;87223;Ягодина
2239;SLS34-03;06389;Бреница
2247;SLV11-01;00045;Мокрен
2248;SLV11-02;05480;Боринци
2265;SLV16-02;02734;Баня
2289;SLV16-31;07778;Бял кладенец
2291;SLV16-33;04635;Богданово
2295;SLV20-01;04039;Биково
2296;SLV20-02;04114;Бинкос
2297;SLV20-03;04337;Блатец
2298;SLV20-04;04947;Божевци
2299;SLV20-06;07613;Бяла
2336;SLV24-02;05551;Боров дол
2357;SML09-03;17957;Грохотно
2358;SML09-04;18424;Гьоврен
2359;SML09-05;29502;Жребево
2360;SML09-07;44848;Лясково
2361;SML09-08;48547;Михалково
2362;SML09-10;54198;Осиково
